,1,2,3,4,5,6,7
A,53.002324957964035,48.973305243489634,25.23527747194953,24.234753609734874,31.991189465843163,228.05839600377658,4.368466423587691
B,3.5510483269219115,25.032161758959447,30.210269490068434,11.549200358917844,20.752237468330257,4.5635833906401615,19.883269358602178
C,22.292034658184292,20.068207320432215,87.54430411876933,84.92221068291337,73.9966635108823,78.88418058631224,31.89699320738798
D,44.82211630374512,71.9117484228864,64.50868334499252,47.00678911815258,46.23807209626743,40.76355896740874,50.70947148089099
E,3.847930114389346,24.863727125379775,93.70086287639441,58.505299951154704,73.14454079156047,80.08401960828084,7.2614121538473455
F,5.126694998584803,28.16290601873211,101.59013988415882,96.55121306091917,66.04651616649852,28.377340343508244,5.639957758565727
G,,,,,,,
