,1,2,3,4,5,6,7
A,16.466947859759934,22.878162316548075,34.3703132162928,36.867483848676216,23.39925534834731,52.5318482132754,18.09776852573963
B,20.820703226447364,0.6302304370611935,20.460597403832942,22.397945586802102,50.65682069183404,32.400598509149205,34.29642439673226
C,37.942272481132974,47.67971657004617,27.019120730914295,50.91401207247935,30.935112849346204,75.75927515043153,69.54120553725605
D,57.46943779927849,34.741250981963624,6.908261502284688,55.93035546339886,12.118530110406581,24.505293326564292,101.31426226039113
E,23.14610198724604,1.054416898240774,10.501988923359427,1.4154402900800136,8.6781142401044,10.941184908036114,7.172076510908454
F,2.9558005277304034,0.34581069797744846,35.63521388228612,7.232974753977036,30.480031407647587,6.855050479849925,17.610797544318203
G,22.165835851238647,82.3320165167207,24.573675161762587,20.865502700072184,10.530063372776882,41.12473368811552,28.858380774229484
